1.06E+00,2.00E+00
9.79E-01,2.00E+00
1.05E+00,2.00E+00
9.82E-01,2.00E+00
8.80E-01,2.00E+00
8.18E-01,2.00E+00
7.95E-01,2.00E+00
7.41E-01,1.00E+00
7.02E-01,1.60E+00
6.91E-01,1.00E+00
6.84E-01,1.33E+00
6.52E-01,1.09E+00
5.71E-01,1.33E+00
7.20E-01,1.64E+00
5.83E-01,1.82E+00
6.27E-01,1.28E+00
7.10E-01,1.33E+00
5.19E-01,1.08E+00
6.12E-01,1.14E+00
8.16E-01,1.00E+00
6.25E-01,8.48E-01
7.69E-01,1.10E+00
7.80E-01,1.32E+00
6.29E-01,1.44E+00
7.84E-01,1.25E+00
3.33E-01,1.24E+00
3.30E-01,1.36E+00
0.00E+00,1.03E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
0.00E+00,0.00E+00
